,created_at,text,user,source,favorite_count,retweet_count,location,verified,screen_name
0,2022-01-27 11:00:45+00:00,BTW: Joe Rogan ist übrigens nicht nur wegen COVID-Desinformation ungeil. Bei ihm tauchen auch gerne mal Personen vo… https://t.co/PJYxsEQsWm,"{'id': 83573370, 'id_str': '83573370', 'name': 'Sascha Morlok', 'screen_name': 'modgamers', 'location': 'Hamburg, Germany', 'description': 'Er, he/him | Roboter-Mensch-Kontakter. Schreibe mit an #Shadowrun für @pegasusspiele #pnpde, Unterstützen: https://t.co/YQjSbLnjsA\n\nNazis = Schlecht', 'url': 'https://t.co/UmdNYs80AZ', 'entities': {'url': {'urls': [{'url': 'https://t.co/UmdNYs80AZ', 'expanded_url': 'https://rpggeek.com/rpgdesigner/55518/sascha-morlok', 'display_url': 'rpggeek.com/rpgdesigner/55…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/YQjSbLnjsA', 'expanded_url': 'http://steadyhq.com/de/saschasr', 'display_url': 'steadyhq.com/de/saschasr', 'indices': [107, 130]}]}}, 'protected': False, 'followers_count': 563, 'friends_count': 604, 'listed_count': 71, 'created_at': 'Mon Oct 19 10:54:35 +0000 2009', 'favourites_count': 27509, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 118898, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/994931882910519296/uMMxPWC7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/994931882910519296/uMMxPWC7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/83573370/1421864867', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",Tw Web AP,0,0,"Hamburg, Germany",No,modgamers
1,2022-01-27 11:00:35+00:00,Welttag der Bildung: Covid-19-Pandemie verschärft Bildungsbenachteiligungen weltweit https://t.co/oHx4lLXtmT,"{'id': 52403524, 'id_str': '52403524', 'name': 'jugendhilfeportal.de', 'screen_name': '_fkp_', 'location': 'Deutschland', 'description': 'Informations-, Kooperations- und Kommunikationsplattform für Fachkräfte der Kinder- und Jugendhilfe. Impressum: https://t.co/4D2wmFc642', 'url': 'http://t.co/1SxISqu939', 'entities': {'url': {'urls': [{'url': 'http://t.co/1SxISqu939', 'expanded_url': 'http://www.jugendhilfeportal.de', 'display_url': 'jugendhilfeportal.de', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/4D2wmFc642', 'expanded_url': 'http://bit.ly/2ifwHcV', 'display_url': 'bit.ly/2ifwHcV', 'indices': [112, 135]}]}}, 'protected': False, 'followers_count': 6442, 'friends_count': 2522, 'listed_count': 215, 'created_at': 'Tue Jun 30 14:09:17 +0000 2009', 'favourites_count': 55, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 33663, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EFEFEF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1396847907/Logo_Fachkraefteportal_RGB_twitter_fb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1396847907/Logo_Fachkraefteportal_RGB_twitter_fb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/52403524/1510647611', 'profile_link_color': '19869E', 'profile_sidebar_border_color': '7DB61A', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",website,0,0,Deutschland,No,_fkp_
2,2022-01-27 11:00:27+00:00,"Experten, darunter 
Robert Garry &amp; Mike Farzan erklären 
dass die Konfiguration des Virus nicht mit der 
anderer Co… https://t.co/EBzOCBZahT","{'id': 1438185116136878083, 'id_str': '1438185116136878083', 'name': 'Geometrie im Kopfsalat', 'screen_name': 'WillyPe37974835', 'location': 'Katzenfurt', 'description': 'Das Profile ist zur Info verlinkt.', 'url': 'https://t.co/v5v1i0eSJv', 'entities': {'url': {'urls': [{'url': 'https://t.co/v5v1i0eSJv', 'expanded_url': 'http://posttraumatische-belastungsstoerung.com/komplexe-ptbs', 'display_url': '…sttraumatische-belastungsstoerung.com/komplexe-ptbs', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 284, 'friends_count': 280, 'listed_count': 0, 'created_at': 'Wed Sep 15 16:57:54 +0000 2021', 'favourites_count': 2632, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2633, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1485982465122619401/m1lzGxqR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1485982465122619401/m1lzGxqR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1438185116136878083/1643205555', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",Tw Web AP,0,0,Katzenfurt,No,WillyPe37974835
3,2022-01-27 11:00:17+00:00,"@u1829387190039 @SWagenknecht verpflichtend werden darf. Dies lässt aber komplett außen vor, dass die Impfung die W… https://t.co/5O78Cix8wX","{'id': 1338961332125757440, 'id_str': '1338961332125757440', 'name': 'Mario Quade', 'screen_name': 'MarioQuade', 'location': '', 'description': '27, Geschichtsstudent', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 121, 'friends_count': 102, 'listed_count': 0, 'created_at': 'Tue Dec 15 21:38:54 +0000 2020', 'favourites_count': 45366, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8209, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1411708288375431175/m5rlD2T7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1411708288375431175/m5rlD2T7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1338961332125757440/1631088650', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",Tw Web AP,0,0,,No,MarioQuade
4,2022-01-27 11:00:16+00:00,"@DBOnTweets @Ricarda_Lang Mit falschen Zahlen zu argumentieren, ist nicht hilfreich. Und selbst wenn es tatsächl. n… https://t.co/xjEkcmpRRf","{'id': 92365834, 'id_str': '92365834', 'name': 'Moni W.', 'screen_name': 'fantasmex', 'location': '', 'description': 'Der stärkste naturwissenschaftliche Beweis ist die persönliche Erfahrung!', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 461, 'friends_count': 1473, 'listed_count': 1, 'created_at': 'Tue Nov 24 21:07:44 +0000 2009', 'favourites_count': 9750, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3492, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1480846446987522049/QyiVy5xe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1480846446987522049/QyiVy5xe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/92365834/1641896428', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",iPhone,0,0,,No,fantasmex
5,2022-01-27 11:00:12+00:00,"@La_Hirt Ganz genau! Doch meine Frage nach der Anzahl Covid-Toten und LongCovid-Kranken aufgrund der Impfung, bezie… https://t.co/uuIXTKmjgJ","{'id': 1078611325134295041, 'id_str': '1078611325134295041', 'name': 'Peter Baumann', 'screen_name': 'PeterBa84734077', 'location': '', 'description': 'Ex Fern- und Busfahrer, pens. Fahrlehrer aller Kat., Dipl. Verkehrsexperte, Humanitäres, Politik, Verkehr, Pazifist, Funkamateur', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1964, 'friends_count': 5002, 'listed_count': 2, 'created_at': 'Fri Dec 28 11:19:14 +0000 2018', 'favourites_count': 96328, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 50893, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081017735612649472/zbzVQGaP_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081017735612649472/zbzVQGaP_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",iPhone,0,0,,No,PeterBa84734077
6,2022-01-27 11:00:07+00:00,"Wir haben derzeit einen optimierten Zeitplan für Passagiere mit wesentlichen  Reisebedürfnissen durch, mit strengen… https://t.co/EqyvPXhgaF","{'id': 2799795081, 'id_str': '2799795081', 'name': 'P&O Ferries Aktuell', 'screen_name': 'POFerriesDE', 'location': 'Großbritannien', 'description': 'Reisen mit P&O Ferries. Wenn Sie mit uns buchen möchten, oder einfach nur eine Frage haben, dann rufen Sie uns unter 06213 7909 035 an (9 bis 17.30 Uhr).', 'url': 'http://t.co/qNztVa67td', 'entities': {'url': {'urls': [{'url': 'http://t.co/qNztVa67td', 'expanded_url': 'http://www.poferries.de', 'display_url': 'poferries.de', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 382, 'friends_count': 5, 'listed_count': 5, 'created_at': 'Thu Oct 02 12:43:53 +0000 2014', 'favourites_count': 19, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 166723, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '59C6F2', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/542649017503469569/lmza_nva_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/542649017503469569/lmza_nva_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2799795081/1412257211', 'profile_link_color': '96C11F', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",website,0,0,Großbritannien,No,POFerriesDE
7,2022-01-27 11:00:03+00:00,@marcfriedrich7 @marcfriedrich7 bei den Zahlen von England steht 176.813 ‚Deaths with COVID-19 on the death certifi… https://t.co/WPQN2RXBqf,"{'id': 1380517067271639043, 'id_str': '1380517067271639043', 'name': 'For Freedom', 'screen_name': 'ForFree37437697', 'location': '', 'description': 'Redpilled.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 56, 'friends_count': 387, 'listed_count': 0, 'created_at': 'Fri Apr 09 13:45:45 +0000 2021', 'favourites_count': 4421, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 290, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1463833421449412614/LvCXF6iT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1463833421449412614/LvCXF6iT_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1380517067271639043/1637840017', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",iPhone,0,0,,No,ForFree37437697
8,2022-01-27 11:00:01+00:00,Betroffene von Long-Covid-Erkankungen fordern eine bessere Versorgung. https://t.co/qN90mTTcjP,"{'id': 1407591701213028358, 'id_str': '1407591701213028358', 'name': 'k.at', 'screen_name': 'k_at___', 'location': '', 'description': 'Wir machen das klar!', 'url': 'https://t.co/SjjWaEtD5j', 'entities': {'url': {'urls': [{'url': 'https://t.co/SjjWaEtD5j', 'expanded_url': 'http://www.k.at', 'display_url': 'k.at', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 10, 'friends_count': 51, 'listed_count': 1, 'created_at': 'Wed Jun 23 06:49:58 +0000 2021', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3589, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1407591940942663681/3-oIIBi1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1407591940942663681/3-oIIBi1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1407591701213028358/1624547902', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",website,0,0,,No,k_at___
9,2022-01-27 10:59:57+00:00,"@florianaigner Das impliziert aber, dass das Long covid Risiko mit Impfung 0 sei, was leider wahrscheinlich nicht der Wahrheit entspricht.","{'id': 1080881521345609730, 'id_str': '1080881521345609730', 'name': 'MissMango66', 'screen_name': 'MMango66', 'location': 'Deutschland', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 13, 'friends_count': 93, 'listed_count': 0, 'created_at': 'Thu Jan 03 17:40:11 +0000 2019', 'favourites_count': 5144, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 560, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1355955929527824393/mtvUNX73_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1355955929527824393/mtvUNX73_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",iPhone,0,0,Deutschland,No,MMango66
